win_width,win_step,nb_species,nb_replic,f_opt_max,seqgen_par0,seqgen_par1,seqgen_par2,scaling_factor0,scaling_factor1,scaling_factor2,lv_q_func_ratio_avg,lv_rand_ratio_avg
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.1,1,1,6.29394782338704,0.983361061653704
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.11,1,1,5.33790504105213,0.988411702030305
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.13,1,1,4.39811858777168,0.99188509001608
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.14,1,1,4.23712989332279,0.980911403993998
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.17,1,1,3.32310635645646,0.985197172767267
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.2,1,1,2.69983188658552,0.973902466638148
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.25,1,1,2.22988747195077,0.989727984535543
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.33,1,1,1.66927352412403,0.976562478801657
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.5,1,1,1.27895208610719,0.983946374076107
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",1.0,1,1,1.00387960115105,0.99241610544201
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",2.0,1,1,1.05542116164297,0.989613353230238
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",3.0,1,1,1.10309674124552,0.988282020531634
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",4.0,1,1,1.09221562906675,0.988109152026198
14,14,16,30,1,"-q -mGTR","-q -mGTR","-q -mGTR",5.0,1,1,1.10030465014254,0.995771251053858
win_width,win_step,nb_species,nb_replic,f_opt_max,seqgen_par0,seqgen_par1,seqgen_par2,scaling_factor0,scaling_factor1,scaling_factor2,lv_q_func_ratio_avg,lv_rand_ratio_avg
win_width,win_step,nb_species,nb_replic,f_opt_max,seqgen_par0,seqgen_par1,seqgen_par2,scaling_factor0,scaling_factor1,scaling_factor2,lv_q_func_ratio_avg,lv_rand_ratio_avg
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.1,1,1,6.26300003384421,0.981310416267969
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.11,1,1,5.52682353870641,0.975647361066257
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.13,1,1,4.38093047689299,0.968579826316465
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.14,1,1,4.00872209528129,0.987018664906263
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.17,1,1,3.18219955450303,0.983931015657338
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.2,1,1,2.7117340487452,0.994063751852206
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.25,1,1,2.23583229082908,0.98567290704856
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.33,1,1,1.71478080569827,0.999185047983044
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",0.5,1,1,1.28397127348839,0.986452308837641
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",1.0,1,1,1.00353790337278,0.98572620309273
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",2.0,1,1,1.06566566910473,0.990401902408969
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",3.0,1,1,1.12980062805805,0.987600545082614
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",4.0,1,1,1.12388232821765,0.989554561225821
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",5.0,1,1,1.0574189286132,1.00068815225455
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",6.0,1,1,1.11158668493847,0.991643204319778
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",7.0,1,1,1.13230778035588,0.979778618060341
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",8.0,1,1,1.14704927512807,0.991225257504429
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",9.0,1,1,1.11676826080207,0.992742919024399
14,14,16,10,1,"-q -mGTR","-q -mGTR","-q -mGTR",10.0,1,1,1.12807561290033,0.987981909355704
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.1,1,1,5.89358944044178,0.981616393525169
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.11,1,1,5.45770713128463,0.978619757204399
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.13,1,1,4.20624566007058,0.988330221007611
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.14,1,1,4.01327607507903,0.989729476060503
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.17,1,1,3.42265217120576,0.969947805959391
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.2,1,1,2.8785324553635,0.985482776822043
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.25,1,1,2.35088513395581,0.973467297749191
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.33,1,1,1.77260563351617,0.987007989165647
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",0.5,1,1,1.25385252250401,0.980963674342199
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",1.0,1,1,0.981436618189375,0.995089390205256
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",2.0,1,1,0.99684458457014,0.992571915520571
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",3.0,1,1,1.08251765288822,0.985971936829639
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",4.0,1,1,1.0407162344588,0.989265887775276
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",5.0,1,1,1.07530273388659,0.992355708153651
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",6.0,1,1,1.07276883821289,0.988386249325575
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",7.0,1,1,1.08964461576225,0.99327427942238
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",8.0,1,1,1.05054686458239,0.990264250628301
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",9.0,1,1,1.06241703401653,0.99769953695809
14,14,16,10,2,"-q -mGTR","-q -mGTR","-q -mGTR",10.0,1,1,1.05853685096607,0.990476486132194
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.1,1,1,4.69997924867345,0.985521263082738
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.11,1,1,4.09111754304378,0.994570817205696
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.13,1,1,3.41465175096922,0.984670599432801
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.14,1,1,2.92428391629481,0.990342647173266
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.17,1,1,2.73116610163139,1.00419028067001
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.2,1,1,2.33223608446387,0.991780137027374
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.25,1,1,1.72302022984639,1.00301726173781
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.33,1,1,1.35742072435432,0.99723293493293
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",0.5,1,1,1.11902465744913,0.987999141392158
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",1.0,1,1,1.03257716141598,0.991047712319302
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",2.0,1,1,1.18670179819054,0.991994210052699
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",3.0,1,1,1.25729992775057,0.988475553170595
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",4.0,1,1,1.27253554284227,0.996902815212908
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",5.0,1,1,1.28399419822817,0.99220246950898
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",6.0,1,1,1.19266691951232,0.999266950666485
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",7.0,1,1,1.25898843765804,1.00196510617396
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",8.0,1,1,1.21247027294275,0.994015131606763
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",9.0,1,1,1.22500764628004,0.99433637753878
14,14,16,10,3,"-q -mGTR","-q -mGTR","-q -mGTR",10.0,1,1,1.22535234344552,0.997063881286778
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.1,1,1,6.56227421612651,1.01109866912031
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.11,1,1,5.79861231531658,0.98528632094635
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.13,1,1,5.10639971081815,0.992012557033295
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.14,1,1,4.49060015909333,1.01547082360024
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.17,1,1,3.27199359924541,0.996973988259999
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.2,1,1,3.00780174929042,0.998571445435963
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.25,1,1,2.44924994147702,0.985973003280871
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.33,1,1,1.88835592085833,1.00445792467631
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",0.5,1,1,1.33456458330402,0.989591439503938
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",1.0,1,1,0.98848477578129,0.992467857928246
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",2.0,1,1,0.916057673010374,0.997353632102022
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",3.0,1,1,0.897475636705823,0.991360193351032
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",4.0,1,1,0.875461742979412,0.985835057707894
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",5.0,1,1,0.89767957565319,0.991117679190184
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",6.0,1,1,0.878999814417516,0.984042072105883
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",7.0,1,1,0.886742685951379,0.989060343157625
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",8.0,1,1,0.901722012985363,0.988963879968108
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",9.0,1,1,0.879704840421341,0.992533556380902
14,14,16,10,4,"-q -mGTR","-q -mGTR","-q -mGTR",10.0,1,1,0.88186444152168,0.988954594631123
